Event,Date (AST),Time (AST),Date (UTC),Time (UTC),Star,Azimuth,Right Ascension,Declination,Location,Marker,Notes
Haykyan New Year Begins,"August 11,2025",04:00 AM,"August 11,2025",12:00 AM,Mintaka (δ Orionis),98°,5h 33m,–0°15′57″,"Tatev Monastery, Armenia",Above Gavazan pillar,Start of Haykyan sidereal cycle (0°)
